yang	which
menganiaya	persecute
mematahkan	break
kulakukan	I did it.
kekejian	abomination
duri	thorn
dihancurkan	destroyed
dataran	square
biarpun	even though
teriak	shout
sejumlah	a number
naga	dragon
memperingatkan	warn
memerlukan	need
kusta	leprosy
gentar	tremble
gedung	building
diusir	expelled
dipercaya	trusted
dingin	cold
didengar	heard
bangkitlah	get up
bahagia	happy
tugu	monument
sembelihan	slaughter
penjahat	villain
pendapat	opinion
pelita	lamp
lelah	tired
dinding	wall
dibawanya	he brought
cinta	love
bergabung	join
bejana	vessel
anggap	consider
akibat	consequence
adat	custom
Yebus	Jebus
Stefanus	Stephen
Saduki	Sadducees
untukmu	for you
tumbuhan	plant
tampaklah	it seems
tahanan	prisoner
permintaan	request
penggarap	cultivator
merencanakan	plan
menggembalakan	shepherd
mataku	my eyes
ibumu	your mother
beragi	leavened
Antiokhia	Antioch
tertutup	closed
tanggung	responsible
tandus	barren
seru	shout
sengaja	intentionally
maha	omnipotent
jiwaku	my soul
jerat	snare
hawa	air
bertanyalah	ask
badai	storm
asa	hope
undi	vote
sanalah	there
ribut	storm
penghakiman	judgment
pedagang	merchant
menyembelih	slaughter
melemparkan	throw
lembut	soft
kebangkitan	resurrection
dikumpulkan	collected
cemara	fir
Ribka	Rebekah
Benaya	Benaiah
Asaf	Asaph
sulit	confidential
seterusnya	next
penagih	addict
panji	banner
pakai	wear
nasib	fate
menyimpan	save
menjamah	touch
mengharapkan	expect
membanggakan	proud
makanlah	eat
kanannya	his right
ibadah	worship
diikat	tied
badan	body
amat	very
Uzia	Uzziah
Uria	Uriah
Kapernaum	Capernaum
Isakhar	Issachar
wajib	mandatory
teras	core
sampailah	arrive
percabulan	fornication
menggali	dig
kolam	pool
kerja	work
keretanya	his car
imanmu	your faith
dipuji	praised
didiami	inhabited
cemburu	jealous
berdoalah	pray
bebal	stupid
Azarya	Azariah
Ai	Hey
yatim	orphan
sepertiga	one third
senantiasa	always
rombongan	group
payah	hard
mengeluh	complain
membunuhnya	kill him
membujuk	persuade
kaulakukan	you do
dahan	branch
busuk	rotten
berlutut	kneel
bait	byte
aras	level
terkenal	famous
tahulah	know
sembahyang	prayer
ruangan	room
rambutnya	her hair
peduli	care
menjelaskan	explain
meninggikan	elevate
mengatakannya	say it
luas	wide
jadilah	be it
disertai	accompanied
dengarkan	listen
berupa	in the form of
beristirahat	rest
airnya	the water
abdi	servant
Rut	Ruth
Kaisarea	Caesarea
terhitung	counted
sunat	circumcision
putri	princess
perlengkapan	equipment
pahit	bitter
meratap	lament
menyesal	regret
mencobai	try
membicarakan	talk about
diurapi	anointed
diperbuat	made
dikerjakan	done
bertanggung	responsible
bersetubuh	have sex
balai	hall
Nil	Nile
Lea	Leah
tindakan	action
timbunan	pile
sekiranya	if
ranting	twig
pindah	move
perhiasan	jewelry
menyucikan	purify
menguduskan	sanctify
melanjutkan	continue
kemenyan	incense
jari	finger
harga	price
depanmu	in front of you
berduri	prickly
bekas	container
Hamat	Hamath
tertindas	oppressed
tenaga	energy
tampil	appear
seumur	lifetime
saleh	pious
riwayat	history
rakyatnya	its people
permulaan	beginning
mengembalikan	return
memperbaiki	fix
kesukaran	difficulty
kepentingan	interest
kenapa	why
katamu	your words
karung	sack
ditugaskan	assigned
dikehendaki	required
buangan	waste
bagus	good
aturan	rules
Am	General
ukupan	incense
teladan	role model
merusak	destructive
merasakan	feel
mengembara	travel
mencelakakan	harmful
menanti	waiting
memulihkan	restore
masuklah	come in
kuatir	worry
gemuk	fat
galanya	everything
es	ice
diperlakukan	treated
Melkisedek	Melchizedek
tinggallah	stay
rampasan	loot
putranya	his son
piala	trophy
pengorbanan	sacrifice
nubuat	prophecy
meterai	seal
menuliskan	write down
mengabarkan	to announce
melaporkan	report
masalah	problem
leluhurmu	your ancestors
kaulihat	you see
golongan	group
diperlukan	needed
dilihatnya	he saw
didirikan	established
darat	land
bangsanya	his/her race
ajarkan	teach
Hesybon	Heshbon
ukuran	size
tenda	tent
talenta	talent
tajam	sharp
selamatkanlah	save me
nantikan	look forward to
menegakkan	uphold
memungut	pick up
lengkap	complete
khawatir	worried
kepercayaan	trust
keluargamu	your family
jalannya	the way
embun	dew
berdaya	capable
bangkai	carcass
Marta	Martha
Ams	Proverbs
syarat	conditions
serigala	wolf
musik	music
mukjizat	miracle
mengejek	mock
mencurahkan	pour out
menari	dancing
masakan	cooking
dimuliakan	glorified
diletakkan	placed
bapaknya	his father
takkan	will not
serupa	similar
menyusul	follow
menginginkan	want
menasihati	advise
memaksa	force
liang	hole
harum	fragrant
gempa	earthquake
dipenuhi	filled
dianiaya	persecuted
bersedia	ready
badannya	his body
terlebih	too much
teringat	remembered
terbakar	burned
seisi	whole
ratapan	lament
pasukannya	his team
menyiapkan	prepare
mengepalai	to lead
mencemarkan	pollute
membenarkan	allow
kotamu	your city
kasihanilah	have mercy
kandungan	content
gila	crazy
depannya	in front of it
beratnya	its weight
anugerah	award
sehelai	one piece
perbendaharaan	treasury
miliki	have
menuduh	accuse
mengetahuinya	know it
memihak	take sides
membentangkan	present
membakarnya	burn it
memalukan	embarrassing
majulah	go ahead
kor	corps
kaukatakan	you said
jugalah	also
jerih	shout
jarahan	loot
janjikan	promise
hitam	black
hingga	until
fajar	dawn
durhaka	disobedient
dinamakan	named
dimasukkan	included
dimaksudkan	intended
digambarkan	depicted
diberitakan	reported
curang	cheating
buatlah	do it
beritahukan	tell me
abang	brother
Matius	Matthew
Maakha	Maachah
Gedalya	Gedaliah
warisan	heritage
tingkah	behavior
sepotong	a piece
sejauh	as far as
permohonan	application
periuk	pot
penyanyi	singer
nyawaku	my life
menyiksa	to torture
menyanyi	sing
melempari	throw
lereng	slope
kerasukan	possession
keadaannya	the situation
juru	interpreter
hendaknya	should
duanya	both
cari	search
buahan	fruit
berulang	repeated
bersukaria	to rejoice
Gerson	Gershon
Benhadad	Ben-Hadad
sesamanya	his/her neighbor
pemberontak	rebel
padam	delete
muji	praise
menghapuskan	eliminate
menceraikan	divorce
mempersiapkan	prepare
loh	lol
lanjut	further
kala	time
ilahi	divine
bermegah	boast
anggurnya	the wine
Yefta	Jephthah
Etiopia	Ethiopia
undang	law
tuanmu	your master
terbuat	made
tanahmu	your land
sudut	corner
situlah	that's it
selanjutnya	further
rusak	broken
patah	broken
menyusahkan	troublesome
menyerahkannya	hand it over
menyelidiki	investigate
menyalakan	light up
menegur	reprimand
layar	screen
kudengar	I heard
kuberikan	I give
kesepuluh	tenth
kandang	barn
gigi	teeth
disimpan	saved
dirampas	confiscated
dipukul	beaten
dipasang	installed
dimusnahkan	destroyed
berlangsung	ongoing
belaka	mere
atap	roof
apian	fire
antaranya	among them
Abyatar	Abiathar
tertinggal	left behind
terbukti	proven
suruhlah	order
soal	question
selebihnya	the rest
rancangan	plan
pertengkaran	quarrel
penyembah	worshiper
mulailah	start
menyakiti	hurt
mencela	to criticize
lobang	hole
kotor	dirty
kasihmu	your love
garam	salt
diberikannya	given
dendam	revenge
cabul	obscene
bisu	mute
besarnya	its size
berpura	pretend
berjumlah	total
bangsamu	your people
bagaimanakah	how is it
ayam	chicken
asli	original
akar	root
Syeba	Sheba
Niniwe	Nineveh
wabah	plague
tolonglah	please
terluput	escaped
tebusan	ransom
sore	afternoon
rajanya	the king
persepuluhan	tithe
penghinaan	insult
pasar	market
nurani	conscience
mulutmu	your mouth
menghitung	count
memuaskan	satisfactory
mempertahankan	defend
memetik	to quote
liat	clay
keranjang	basket
jurang	gap
dombanya	the sheep
cantik	beautiful
cakap	speak
bibit	seeds
bersaudara	siblings
beritakan	announce
Yohanan	Johanan
Hilkia	Hilkiah
Adonia	Adonijah
tertidur	fall asleep
tenggelam	drown
pekerjaannya	his job
murah	cheap
menghentikan	stop
lurus	straight
kini	now
kesalahannya	his mistake
kelemahan	weakness
kebodohan	stupidity
jerami	straw
gambar	picture
ditiup	blown
diperbolehkan	allowed
bertumbuh	grow
baptisan	baptism
bangsaku	my people
terangkat	lifted
tenteram	peaceful
rekan	colleague
potong	cut
namamu	your name
menjijikkan	disgusting
menghendaki	want
mengakibatkan	resulting in
mengajukan	submit
mencium	kiss
lolos	escape
keesokan	the next day
kaubuat	you made
dilarang	prohibited
dikeluarkan	issued
delima	pomegranate
busur	bow
berwarna	colored
berlalu	passed
bergaul	socialize
undian	vote
tidurnya	his sleep
tetangga	neighbor
tadinya	previously
setimpal	worthy
provinsi	province
pecah	broken
parah	severe
mulutku	my mouth
merindukan	miss
menghalau	drive away
menerangkan	explain
membentuk	form
makmur	prosperous
laskar	army
istrimu	your wife
halnya	the case
ditempatkan	placed
direbut	seized
dilenyapkan	eliminated
bergantung	depends
bercahaya	luminous
Yotam	Jotham
Kornelius	Cornelius
Betania	Bethany
Bersyeba	Bersheba
Baesa	Baasha
Andreas	Andrew
tambahan	additional
seandainya	if only
pendatang	immigrant
menyalahkan	blame
menumpahkan	spill
mengaruniakan	bestow
masyarakat	society
kumpulan	group
kesakitan	pain
kekudusan	holiness
gelisah	restless
garis	line
efa	ephah
ditemukan	found
diserang	attacked
dikatakannya	he said
dibagi	divided
cela	blame
biduan	singer
berbaik	be kind
berbahaya	dangerous
bau	smell
Safan	Shaphan
tertentu	certain
surgawi	heavenly
sayapnya	its wings
runtuh	collapse
rindu	miss
perjalanannya	his journey
noda	stain
maksudnya	what does it mean
kelakuan	behavior
kandil	chandelier
gugur	fall
doaku	my prayer
disembelih	slaughtered
bupati	regent
bertiup	blowing
bagai	like
Yesua	Yeshua
Karmel	Carmel
urusan	business
umurnya	his age
tinggalkan	leave
temboknya	the wall
sebaliknya	on the contrary
pujilah	praise
pilih	choose
perawan	virgin
penyucian	purification
minggu	week
mengindahkan	to respect
mengancam	threatening
mendorong	push
memberitahukannya	tell him/her
matilah	die
lepas	last
kemahnya	his tent
kekuatannya	its strength
kehadiran	presence
ditanam	planted
dilepaskan	released
bermacam	various
berbakti	devoted
baiknya	good
anting	earrings
Gomora	Gomorrah
Elisabet	Elizabeth
tunas	bud
terlepas	missed
tempayan	jar
sukarela	voluntary
sejarah	history
sampar	plague
peti	box
perapian	fireplace
penipu	fraudster
pelayannya	his/her servant
merobohkan	demolish
merana	to suffer
menghujat	blaspheme
menghajar	beat
menerjemahkan	translate
mendatangi	come to
lengan	arm
lebat	dense
ketahuilah	know
kesedihan	sadness
gudang	warehouse
dicobai	tempted
daftar	register
cemas	anxious
berterima	grateful
berjalanlah	walk
berbahagia	happy
awal	early
Yoahas	Jehoahaz
Apolos	Apollos
terkemuka	prominent
rusa	deer
rajawali	eagle
perangkap	trap
pembawa	carrier
pekerjaanmu	your job
munafik	hypocrite
mertuanya	his/her mother-in-law
meremukkan	crush
mengumumkan	announce
mencegah	prevent
melekat	stick
katak	frog
karya	work
istananya	his palace
ilmu	knowledge
diizinkan	allowed
dihakimi	judged
bungsu	youngest
bingung	confused
berserulah	shout
beriman	believe
beranak	give birth
adakah	is it
Tesalonika	Thessalonica
Mal	Mall
ulang	repeat
sihir	magic
potongan	cut
perlukan	need
perkataanku	my words
pengirikan	threshing
pendek	short
penasihat	advisor
nubuatan	prophecy
menjemput	pick up
menghanguskan	scorch
menelan	swallow
main	play
lambang	symbol
kerajaannya	his kingdom
keperluan	need
kelak	later
jelai	barley
hutang	debt
ditaruh	placed
diolah	processed
bertentangan	opposite
berkubu	fortified
berdamai	make peace
balok	beam
ancaman	threat
Zerubabel	Zerubbabel
Korintus	Corinth
Hana	Hannah
Barukh	Baruch
Agripa	Agrippa
tertawa	laugh
terpilih	selected
pribadi	personal
olok	mock
menyeret	drag
mengurbankan	sacrifice
mengambilnya	take it
logam	metal
kubu	fortress
keterangan	description
kesatuan	unity
kataku	I said
gerombolan	mob
dikuduskan	sanctified
diinjak	trampled
berakal	sensible
Pinehas	Phinehas
Izebel	Jezebel
tubuhku	my body
tegas	firm
sundal	whore
sida	eunuch
percayalah	believe me
penunggu	guard
penganiayaan	persecution
pemungut	collector
menyalibkan	crucify
mengabulkan	grant
menerangi	illuminate
membimbing	guide
meluap	overflow
kirmizi	scarlet
kesebelas	eleventh
keping	piece
keledainya	his donkey
kehendaki	want
inginkan	want
dihitung	calculated
daya	power
datangnya	the arrival
berzina	adultery
batang	trunk
Yoyakhin	Jehoiachin
UHAN	HOT
Tomas	Thomas
Barabas	Barabbas
Abisai	Abishai
uangnya	the money
tulis	write
terlihat	visible
tempatmu	your place
tegak	upright
sujudlah	bow down
suamimu	your husband
sepersepuluh	one-tenth
sajalah	just do it
perutnya	his stomach
perintahkan	order
perbedaan	difference
pemberitaan	news
ombak	waves
mewarisi	inherit
merobek	tear
menjawabnya	answer it
mengutuki	curse
mengingkari	deny
mengandalkan	rely on
menewaskan	beat
menangisi	cry for
mempersembahkannya	present it
kusampaikan	I convey
kepalamu	your head
kemurahan	generosity
kemungkinan	possibility
kabung	mourning
jiwamu	your soul
hijau	green
hamil	pregnant
duduklah	sit down
ditutup	closed
ditunjuk	appointed
Yak	Yes
Peres	Perez
tuli	deaf
teliti	careful
sarang	nest
perbudakan	slavery
mulanya	initially
menunjuk	point
laporan	report
kesenangan	pleasure
kesabaran	patience
kerjakan	work
hartanya	his property
gambaran	description
dombamu	your sheep
desanya	his village
cacatnya	his/her disability
bentuk	shape
belah	split
akarnya	the root
Feliks	Felix
Asyera	Asherah
tunjukkan	show
tergantung	depending
tawar	bargain
sisinya	his side
serangan	attack
rasanya	it feels like
rangka	skeleton
pikiranmu	your mind
pernikahan	wedding
perangnya	the war
pengusung	stretcher
pengawas	supervisor
pembangunan	development
pedangnya	his sword
merampok	rob
menghasut	incite
leluhurnya	his ancestors
ladangnya	his farm
jurusan	department
jenazah	corpse
jaminan	guarantee
gerbangnya	the gate
dosaku	my sin
ditahan	detained
dimulai	started
biru	blue
bersenjata	armed
berkembang	grow
beribu	thousands
berhubungan	related
ambang	threshold
Og	Oh
Habel	Abel
Arab	Arabic
Ahasyweros	Ahasuerus
tirai	curtain
tersesat	lost
tersendiri	separate
tentulah	of course
telapak	palm
tambah	add
sumbangan	donation
sebesar	as big as
penutup	cover
pemiliknya	the owner
pekuburan	cemetery
palang	crossbar
nafas	breath
mengira	count
menghabiskan	spend
menggerakkan	move
mencukur	shave
memulai	start
membesarkan	to enlarge
membedakan	distinguish
meletakkannya	put it down
lapangan	field
kursi	chair
khususnya	in particular
kehancuran	destruction
jawabnya	the answer
huruf	letter
disuruhnya	he ordered
dipermalukan	humiliated
diingat	remembered
ciptaan	creation
bibir	lips
berunding	negotiate
bersusah	trouble
bersenang	have fun
berhikmat	wise
berbunyi	sounds
berbicaralah	speak
bakul	basket
En	Mr.
Elkana	Elkanah
usia	age
telingamu	your ears
siaan	waste
sebut	say
sangka	thought
rumahku	my house
robek	torn
pemerintahannya	his reign
paha	thigh
menghalangi	obstruct
mendoakan	pray
mendaki	climb
melintasi	cross
lalang	weeds
kue	cake
kekuasaannya	his power
kebutuhan	need
keadaanmu	your situation
harapkan	expect
gagal	failed
enak	delicious
ditunjukkan	shown
ditinggikan	elevated
disiksa	tortured
dipimpin	led
dimaksud	intended
digunakan	used
budaknya	his/her child
bokor	bowl
belerang	sulfur
anggurmu	your wine
Asdod	Ashdod
upeti	tribute
tersisa	remaining
pondok	hut
persembahkan	present
persembahannya	his/her performance
persediaan	preparation
mutiara	pearl
murtad	apostate
menoleh	turn around
menjauhi	stay away
menghapus	delete
mengakhiri	end
mendiami	inhabit
memunahkan	destroy
mempercayakan	entrust
memindahkan	transfer
membongkar	unpack
majikan	employer
kuali	frying pan
kebahagiaan	happiness
jasmani	physical
guruh	thunder
diundang	invited
ditolak	rejected
didapati	found
dibenci	hated
dibacakan	read out
bersandar	lean
berpihak	take sides
Zebedeus	Zebedee
Lakhis	Lachish
Hos	Host
termasyhur	famous
tengahnya	the middle
takutlah	be afraid
sungut	beak
sukar	difficult
ringan	light
pukul	hit
penjagaan	care
olehnya	by him
mengirimkan	send
menerkam	pounce
memperkuat	strengthen
memecahkan	break
lumpur	mud
lesu	lethargic
kotoran	dirt
kewajiban	obligation
ketahui	know
kekayaannya	his wealth
karang	coral
kamulah	you are
kakiku	my feet
jawablah	answer
istirahat	break
dinubuatkan	prophesied
dibunuhnya	he killed
dagingnya	the meat
berkokok	crow
berkeras	insist
bara	embers
angkuh	arrogant
Mesulam	Meshullam
wangian	fragrance
teguran	reprimand
sinar	ray
silsilah	genealogy
sibuk	busy
sempat	had time
sembunyi	hide
seakan	as if
ramai	many
perselisihan	disagreement
perhatian	attention
perampok	robber
mukamu	your face
meruntuhkan	to tear down
menjelang	ahead
menebang	cut down
mandi	bath
larilah	run away
ladangmu	your farm
kokoh	sturdy
kesalahanmu	your mistake
kebaktian	service
kanak	child
gambus	harp
fondasi	foundation
dipercayai	trusted
congkak	arrogant
berkumpullah	gather together
beritahukanlah	tell me
berdukacita	to grieve
belantara	wilderness
alasnya	the base
Yabesh	Jabesh
Siprus	Cyprus
Lukas	Luke
Feris	Ferris
Ahia	Ahijah
terkasih	dear
terhadapmu	towards you
terbaring	lying down
suruh	tell
setinggi	as high as
seketika	for a moment
sebatang	a stick
rugi	loss
pukulan	blow
perkawinan	marriage
pentahbisan	ordination
pejuang	fighter
musnah	destroyed
mur	myrrh
menyerah	give up
menjanjikan	promising
menghiraukan	disregard
mengerahkan	deploy
mengawini	marry
mengantar	to escort
menampar	slap
menamakan	name
menamai	name
meminum	drink
memeras	blackmail
mayatnya	his body
masak	cook
malahan	even
makanannya	the food
kesia	sad
kejahatannya	his crime
keberanian	courage
kacau	mess
isterimu	your wife
dikirim	sent
diiringi	accompanied
bohong	lie
bersedih	sad
bermimpi	dreaming
berkeliling	to go around
berbentuk	shaped
bakar	burn
Obaja	Obadiah
Kreta	Crete
unjukan	projection
tertangkap	caught
tersungkur	collapsed
ternaknya	his livestock
teriakan	shout
terbesar	biggest
singkat	short
sewaktu	when
ramah	friendly
pinggangnya	his waist
piatu	orphan
perkataannya	his words
pengganti	substitute
pelajaran	lesson
naiklah	go up
menyerupai	resemble
menyebarkan	spread
menjumpai	found
mengisi	fill
mengikutinya	follow him
menawan	charming
mempelai	bride
memeluk	hug
membagikan	share
melanda	hit
melambangkan	symbolize
mandul	barren
lantai	floor
kekuatanku	my strength
kedengaran	sounds
keamanan	peace
istiadat	ceremony
ibukota	capital
hadapanmu	in front of you
ditawan	captured
diambilnya	he took
dewi	goddess
dara	virgin
berbenteng	fortified
arif	wise
Atalya	Atalaya
warna	color
tugasnya	his/her job
tertimpa	hit
sekuat	as strong as
raksasa	monster
perkabungan	mourning
penghukuman	punishment
pendusta	liar
mewah	luxurious
mengatasi	overcome
mengabaikan	ignore
menertawakan	laugh
menambahkan	add
memperdengarkan	to listen to
malas	lazy
lorong	hallway
kesulitan	difficulty
kekacauan	chaos
istilah	term
engkaulah	you are
doamu	your prayer
ditebus	redeemed
diperoleh	obtained
dilupakan	forgotten
dikurbankan	sacrificed
diberinya	given by him
